PID,GrLivArea_Log,SalePrice_Log,MSSubClass,MSZoning,LotFrontage,LotArea_Log,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalBath,ISU_dist
906392130,7.259819610363186,12.061046873479915,60,RL,79.0,9.362718052397065,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,2,3,1,Gd,7,Typ,1,Attchd,Fin,2.0,TA,Y,36,28,0,0,0,0,None,0,7,2009,WD ,Normal,2.5,3.3686345510000004
906394020,7.492760300922379,12.160028707028767,60,RL,78.0,9.139488631004232,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,879.0,879.0,GasA,Ex,Y,SBrkr,879,916,0,2,3,1,Gd,7,Typ,0,Attchd,RFn,2.0,TA,Y,164,111,0,0,0,0,None,0,10,2007,WD ,Normal,2.5,3.3448189210000003
906394040,7.3864708488298945,12.323855681186558,20,RL,78.0,9.139488631004232,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,2,3,1,Gd,7,Typ,1,Attchd,Fin,2.0,TA,Y,100,45,0,0,0,0,None,0,3,2006,WD ,Normal,2.0,3.3502735789999996
906394050,7.1808311990445555,12.08069081199846,20,RL,78.0,9.139595967450425,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1290.0,1314.0,GasA,Gd,Y,SBrkr,1314,0,0,2,3,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,0,22,0,0,0,0,None,0,3,2007,WD ,Normal,2.0,3.350554934
906394060,7.3752557780097545,12.106252310247962,60,RL,78.0,9.139488631004232,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,532.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,784,812,0,2,3,1,Gd,6,Typ,0,Attchd,RFn,2.0,TA,Y,144,45,0,0,0,0,None,0,6,2006,WD ,Normal,2.5,3.351017925
906402060,7.404887575616125,12.524526376648708,80,RL,68.47022684310019,9.457200449907708,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,0,0,2,2,1,Gd,5,Typ,1,Attchd,Fin,2.0,TA,Y,80,0,0,0,396,0,None,0,8,2009,WD ,Normal,8.0,2.973704908
906402070,7.631431664576906,12.531772785169476,60,RL,68.47022684310019,9.572480355345974,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,Unf,0.0,92.0,1157.0,GasA,Ex,Y,SBrkr,1180,882,0,2,3,1,TA,7,Typ,1,Attchd,Fin,2.0,TA,Y,60,55,0,0,154,0,None,0,4,2007,WD ,Normal,3.5,2.981089583
906402200,8.07775756373692,12.676076274775909,60,RL,90.0,9.423514392252901,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,0.0,203.0,1673.0,GasA,Gd,Y,SBrkr,1699,1523,0,3,5,1,Gd,11,Typ,2,Attchd,Unf,3.0,TA,Y,367,0,0,0,0,0,None,0,5,2010,WD ,Normal,4.0,2.893141413
906403060,7.5352967024440884,12.240474072247506,60,RL,68.47022684310019,9.0918946167697,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,608.0,LwQ,321.0,0.0,929.0,GasA,Ex,Y,SBrkr,946,927,0,2,3,1,Gd,7,Typ,1,Attchd,RFn,2.0,TA,Y,108,48,0,0,144,0,GdPrv,0,5,2007,WD ,Normal,3.5,2.98066491
906412010,7.730174795246222,13.071070083016778,20,RL,91.0,9.373988663504516,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,Unf,0.0,186.0,2271.0,GasA,Ex,Y,SBrkr,2276,0,0,2,3,1,Ex,7,Typ,2,Attchd,RFn,3.0,Gd,Y,0,0,70,0,255,0,None,0,6,2008,WD ,Abnorml,3.0,3.1847867880000003
906420020,7.557472901614746,12.301382825334498,60,RL,80.0,9.214431989879436,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789.0,Unf,0.0,119.0,908.0,GasA,Ex,Y,SBrkr,927,988,0,2,3,1,Gd,8,Typ,1,Attchd,Fin,2.0,TA,Y,120,150,0,0,0,0,None,0,2,2006,WD ,Abnorml,3.5,2.787036187
906420130,7.64826303090192,12.337100907936577,60,RL,59.0,9.326165937481774,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080,1017,0,2,3,1,Gd,9,Typ,1,Attchd,Unf,3.0,TA,Y,196,187,0,0,0,0,None,0,12,2008,WD ,Normal,7.5,2.800953537
906424010,7.32052696227274,12.323855681186558,80,RL,68.47022684310019,9.346094292953802,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,Y,SBrkr,1511,0,0,2,3,1,Gd,6,Typ,1,Attchd,Fin,3.0,TA,Y,168,42,0,0,0,0,None,0,2,2008,WD ,Normal,3.0,2.730979277
906425045,7.275864600546533,11.83862560460953,50,RL,82.0,9.563458999712138,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,TA,Y,SBrkr,831,614,0,2,3,1,TA,6,Typ,0,Detchd,Unf,2.0,TA,N,0,59,0,0,0,0,None,0,3,2010,WD ,Normal,2.0,2.6219572369999997
906426060,7.670428522190693,12.531772785169476,50,RL,68.47022684310019,11.976659481202368,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,747.0,1444.0,GasA,Gd,Y,SBrkr,1444,700,0,2,4,1,Gd,7,Typ,2,Attchd,Fin,2.0,TA,Y,0,98,0,0,0,0,None,500,6,2007,WD ,Normal,7.0,2.755304425
906426090,7.366445148327599,12.154779351142624,20,RL,68.47022684310019,10.505067539570582,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,812.0,1624.0,GasA,Fa,Y,SBrkr,1582,0,0,2,4,1,TA,7,Typ,0,Attchd,Unf,2.0,TA,N,168,198,0,0,0,0,None,0,6,2006,WD ,Normal,7.0,2.682559226
906426195,7.577121930876679,12.388394202324129,60,RL,68.47022684310019,10.880064025283644,Pave,None,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,595.0,1580.0,GasA,Ex,Y,SBrkr,1079,874,0,2,3,1,Gd,9,Typ,2,Attchd,Fin,2.0,TA,Y,216,231,0,0,0,0,None,0,6,2007,WD ,Normal,3.5,2.5378628119999997
906426210,7.472500744737558,12.360937356091089,60,RL,68.47022684310019,9.723044230753946,Pave,None,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,Unf,0.0,649.0,1449.0,GasA,Gd,Y,SBrkr,944,815,0,2,3,1,Gd,7,Typ,1,Attchd,Unf,2.0,TA,Y,150,193,0,0,0,0,None,0,6,2009,WD ,Normal,3.5,2.536320566
906475050,6.895682697747868,12.100712129872347,80,RL,68.47022684310019,9.973619774716505,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938.0,Unf,0.0,0.0,938.0,GasA,Ex,Y,SBrkr,988,0,0,1,1,1,TA,4,Typ,2,Attchd,Unf,2.0,TA,Y,0,130,0,130,0,0,None,0,10,2006,WD ,Normal,2.0,2.7712172460000004
906475070,7.661997558901893,12.128111104060462,60,RL,68.47022684310019,10.264582712908352,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,764.0,0.0,1013.0,GasA,TA,Y,SBrkr,1160,966,0,2,3,1,TA,7,Min2,0,Attchd,Fin,2.0,TA,Y,486,0,0,0,225,0,None,0,6,2009,WD ,Abnorml,7.5,2.770985903
906475100,7.404279118037268,12.180754837545884,20,RL,68.47022684310019,9.350102314351341,Pave,None,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Y,SBrkr,1643,0,0,2,2,1,TA,6,Typ,1,Attchd,Unf,2.0,TA,Y,339,0,0,0,0,0,None,0,3,2008,WD ,Normal,3.0,2.7899731689999996
906475110,7.643482907077201,12.141534124392603,60,RL,68.47022684310019,9.40960098282706,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,264.0,832.0,GasA,Gd,Y,SBrkr,976,1111,0,2,5,1,Gd,9,Typ,0,Attchd,Fin,2.0,TA,Y,133,168,0,0,0,0,None,0,7,2007,WD ,Normal,2.5,2.7902618230000003
906475170,7.463363045520021,12.538967060803502,20,RL,155.0,9.906682443432647,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51.0,GLQ,915.0,0.0,966.0,GasA,Ex,Y,SBrkr,1743,0,0,0,0,1,Gd,5,Typ,2,Attchd,Fin,2.0,TA,Y,646,0,0,0,0,0,None,0,5,2007,WD ,Normal,2.5,2.932297735
906475200,7.334981878871814,12.542544882151386,20,RL,62.0,11.167063280451986,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,0,2,2,1,Gd,5,Typ,2,Attchd,Unf,2.0,TA,Y,200,54,0,0,0,0,None,0,12,2006,WD ,Normal,3.0,2.9395859
906476030,7.431299675155903,12.206072645530174,60,RL,79.0,9.457044187699406,Pave,None,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,Y,SBrkr,616,1072,0,2,4,1,Gd,8,Typ,0,Attchd,RFn,2.0,TA,Y,403,114,185,0,0,0,None,400,5,2008,WD ,Normal,3.5,2.4854585890000003
906477110,6.9584483932976555,11.951180395901384,80,RL,80.0,9.084323531392696,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504.0,Unf,0.0,506.0,1010.0,GasA,Gd,Y,SBrkr,1052,0,0,1,3,1,TA,6,Typ,0,Attchd,Unf,2.0,TA,Y,0,0,0,0,0,0,MnPrv,0,6,2010,WD ,Normal,2.0,2.807818536
907125020,6.81783057145415,11.904967552746252,85,RL,57.0,9.087720658428273,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,572.0,870.0,GasA,Ex,Y,SBrkr,914,0,0,1,2,1,TA,5,Typ,0,Detchd,Unf,2.0,TA,Y,0,0,0,0,0,0,None,0,7,2006,WD ,Normal,1.0,3.6225657310000003
907125040,6.92951677076365,11.845819880243557,20,RL,68.47022684310019,9.562193710635698,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,550.0,Unf,0.0,472.0,1022.0,GasA,Gd,Y,SBrkr,1022,0,0,1,3,1,TA,6,Typ,0,Detchd,Unf,2.0,TA,Y,0,0,0,0,0,0,None,0,8,2007,WD ,Normal,6.0,3.6274409569999997
907125080,7.003065458786462,11.884489021402711,20,RL,95.0,9.473857817428666,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,1100,0,0,1,3,1,TA,5,Typ,0,Attchd,RFn,2.0,TA,Y,0,0,0,0,0,0,None,0,6,2006,WD ,Normal,1.5,3.623471512
907125090,6.872128101338986,11.976659481202368,85,RL,82.0,9.315150736328528,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Fa,Av,GLQ,870.0,Unf,0.0,0.0,870.0,GasA,Gd,Y,SBrkr,965,0,0,1,2,1,TA,4,Typ,0,Attchd,Unf,2.0,Gd,Y,71,0,0,0,0,0,GdPrv,0,7,2010,WD ,Normal,2.0,3.6354352110000003
907125120,6.897704943128636,11.744037185933616,20,RL,65.0,9.079662048334066,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495.0,Unf,0.0,495.0,990.0,GasA,Gd,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,Attchd,Unf,1.0,TA,Y,0,64,0,0,0,0,None,0,4,2007,WD ,Normal,1.0,3.651285826
907126010,6.946975992135418,11.931635799828413,20,RL,82.0,9.430599768110529,Pave,None,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732.0,Unf,0.0,308.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1,3,1,Gd,6,Typ,0,Detchd,Unf,2.0,TA,Y,168,0,0,0,0,0,GdPrv,0,11,2009,WD ,Normal,2.0,3.638640438
907126030,6.897704943128636,11.951180395901384,20,RL,65.0,9.185022563991893,Pave,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0.0,268.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,Detchd,Unf,2.0,TA,Y,168,0,0,0,0,0,None,0,8,2008,WD ,Normal,2.0,3.6492406269999997
907126050,6.897704943128636,11.870599909242044,20,RL,65.0,9.18574025510795,Pave,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,Attchd,RFn,1.0,TA,Y,66,0,0,0,92,0,None,0,10,2009,WD ,Normal,2.0,3.659841761
907130060,7.090076835776092,12.086725887897607,20,RL,105.0,9.328034514792826,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334.0,BLQ,544.0,322.0,1200.0,GasA,Ex,Y,SBrkr,1200,0,0,2,3,1,Gd,6,Typ,0,Attchd,RFn,2.0,TA,Y,0,26,0,0,0,0,None,0,8,2007,WD ,Normal,3.0,3.37993439
907130100,7.475339236566737,12.352335152508426,60,RL,65.0,9.643809676493944,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0.0,107.0,928.0,GasA,Ex,Y,SBrkr,928,836,0,2,3,1,Gd,7,Typ,0,Attchd,RFn,2.0,TA,Y,276,99,0,0,0,0,MnPrv,0,8,2009,WD ,Normal,3.5,3.34943941
907130110,7.312553498102598,12.138863895836725,60,RL,65.0,9.428511581663834,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,0,2,3,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,413,91,0,0,0,0,None,0,8,2006,WD ,Normal,2.5,3.342610558
907131060,7.176254532017144,12.072541252905651,60,RL,57.0,9.212438170058329,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,6,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,539.0,Unf,0.0,96.0,635.0,GasA,Ex,Y,SBrkr,646,662,0,2,3,1,Gd,6,Typ,0,Attchd,RFn,2.0,TA,Y,142,54,0,0,0,0,None,0,5,2007,WD ,Normal,3.5,3.5111097289999997
907131070,7.261927092702751,12.170445467887022,20,RL,68.47022684310019,9.069352678675205,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,846.0,Unf,0.0,579.0,1425.0,GasA,Ex,Y,SBrkr,1425,0,0,2,3,1,TA,5,Typ,0,Attchd,RFn,2.0,TA,Y,0,130,0,0,0,0,None,0,5,2006,WD ,Normal,3.0,3.508371993
907131090,7.415175109613295,12.26434155365415,60,RL,43.0,9.274910142625483,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,2,3,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,158,61,0,0,0,0,None,0,4,2009,ConLw,Normal,3.5,3.5236339219999997
907131120,7.493317248862145,12.259613412458204,60,RL,68.47022684310019,9.162304922937626,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,706.0,Unf,0.0,88.0,794.0,GasA,Ex,Y,SBrkr,882,914,0,2,3,1,TA,7,Typ,0,Attchd,RFn,2.0,TA,Y,0,36,0,0,0,0,MnPrv,0,5,2007,WD ,Normal,3.5,3.529657635
907131190,7.288244401020124,12.240474072247506,20,RL,65.0,9.599201730917567,Pave,None,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,950.0,Unf,0.0,513.0,1463.0,GasA,Ex,Y,SBrkr,1463,0,0,2,3,1,TA,5,Typ,0,Attchd,Fin,2.0,TA,Y,0,81,0,0,0,0,GdPrv,0,12,2009,WD ,Normal,3.0,3.619412909
907135020,7.002155954403621,11.877568578558138,20,RL,75.0,9.161675199994901,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1099.0,1099.0,GasA,Ex,Y,SBrkr,1099,0,0,1,3,1,Gd,6,Typ,0,Attchd,Unf,1.0,TA,Y,278,0,0,0,0,0,None,0,6,2008,WD ,Normal,1.5,3.718408073
907135040,7.00033446027523,11.884489021402711,20,RL,112.0,9.2927495082169,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,1,3,1,TA,6,Typ,0,Attchd,Unf,2.0,TA,Y,392,64,0,0,0,0,None,0,6,2009,WD ,Normal,1.5,3.725926033
907135050,6.897704943128636,11.891361900690473,20,RL,60.0,9.03931477492408,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,GLQ,420.0,Unf,0.0,570.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,Detchd,Unf,1.0,TA,Y,256,0,0,0,0,0,None,0,7,2007,WD ,Normal,2.0,3.717455407
907135080,7.00033446027523,11.90429164869889,20,RL,70.0,9.714805812589491,Pave,None,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,548.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,1,3,1,TA,6,Typ,0,Attchd,Unf,1.0,TA,Y,306,0,0,0,0,0,GdPrv,0,7,2007,WD ,Normal,2.5,3.7020505860000004
907135170,6.897704943128636,11.835008964139341,20,RL,60.0,8.996156562033445,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746.0,Unf,0.0,244.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,Detchd,Unf,2.0,TA,Y,0,64,0,0,0,0,None,0,5,2009,WD ,Normal,2.0,3.72856923
907135180,6.897704943128636,11.724805824005728,20,RL,60.0,8.995908761263994,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,402.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,None,None,0.0,None,Y,0,0,0,0,0,0,None,0,8,2007,WD ,Normal,2.0,3.7380805280000002
907135230,6.897704943128636,11.957611286231675,20,RL,43.0,9.515469358031684,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1,3,1,TA,5,Typ,0,Attchd,Unf,2.0,TA,Y,224,0,0,0,0,0,None,0,7,2006,WD ,Normal,6.0,3.71167159
