PID,SalePrice_Log,MSSubClass,LotArea_Log,Street_Paved,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofMatl_CompShg,GrLivArea_Log,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,MoSold,YrSold,SaleCondition,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,TotalBath,ISU_dist
909131170,11.8493977,70,9.405495887,1,3,4,4,Inside,3,SWISU,Norm,1Fam,2Story,6,8,1925,1950,1,1,7.301147806,Wd Sdng,None,0,3,3,BrkTil,3,3,1,4,156,1,0,516,672,GasA,3,0,3,2008,Normal,2,4,1,2,7,Typ,0,Detchd,Unf,1,3,2,0,0,254,0,0,0,0,2,0.746838547
909175030,11.8493977,50,9.035986985,1,4,3,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,6,5,1940,2000,1,1,7.374629015,Wd Sdng,None,0,3,3,CBlock,3,3,1,2,388,1,0,552,940,GasA,5,1,6,2006,Normal,1,2,1,3,6,Typ,2,Attchd,Unf,1,3,3,0,0,108,0,0,0,0,1,0.86859179
909175050,12.09793049,75,9.035986985,1,4,3,4,Inside,2,SWISU,Norm,1Fam,2.5Fin,5,8,1939,1997,1,1,7.692569648,Wd Sdng,None,0,3,3,PConc,3,3,1,2,378,1,0,342,720,GasA,5,1,7,2008,Normal,2,4,1,4,8,Typ,1,Detchd,Unf,1,3,3,262,24,0,0,0,0,0,2.5,0.879255399
909175080,11.00209984,30,9.035986985,1,4,3,4,Inside,3,SWISU,Norm,1Fam,1Story,2,5,1920,1950,1,1,6.08221891,Wd Sdng,None,0,3,3,CBlock,3,2,1,3,290,1,0,0,290,GasA,3,0,1,2009,Normal,1,1,1,2,3,Typ,0,Detchd,Unf,1,3,1,0,0,0,0,0,0,0,1,1.007446689
909175100,11.82407989,50,9.035986985,1,4,3,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,1,1,7.434847875,MetalSd,None,0,3,3,PConc,3,3,1,3,423,1,0,758,1181,GasA,2,1,6,2008,Normal,2,4,1,3,7,Typ,1,Detchd,Unf,2,3,3,342,0,128,0,0,0,0,2,1.020896498
909176140,11.75194237,50,8.517193191,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,1,1,7.433075349,BrkFace,None,0,3,3,BrkTil,3,3,1,2,218,1,0,808,1026,GasA,3,1,5,2010,Normal,2,3,1,4,6,Typ,1,Detchd,Unf,1,3,3,0,0,242,0,0,0,0,2,0.953032655
909176150,11.74403719,30,8.973351414,1,4,4,4,Corner,3,SWISU,Norm,1Fam,1Story,6,6,1939,1950,1,1,6.752270376,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,238,1,0,618,856,GasA,3,1,3,2010,Normal,1,2,1,3,4,Typ,1,Detchd,Unf,2,3,3,0,0,0,0,166,0,0,2,0.884334612
909176170,11.91839057,90,9.295600216,1,4,4,4,Inside,3,SWISU,Norm,Duplex,2Story,5,6,1923,1950,0,1,7.860185057,Wd Sdng,None,0,3,3,PConc,3,3,2,3,371,1,0,925,1296,Grav,2,0,1,2007,AdjLand,2,6,2,3,12,Min2,0,None,None,0,0,3,0,742,240,0,0,0,0,4,0.870904777
909176180,11.8277362,50,9.295600216,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,5,5,1938,1950,1,1,7.346655163,MetalSd,None,0,3,3,BrkTil,2,3,1,2,930,1,0,128,1058,GasA,3,1,7,2006,Normal,2,3,1,2,6,Typ,0,Detchd,Unf,1,2,3,0,0,0,0,0,0,3,3,0.865538407
909177100,11.98292909,90,8.881836305,1,4,4,4,Inside,3,SWISU,Norm,Duplex,2Story,4,6,1967,1967,0,0,7.882314919,Plywood,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,2,2010,Normal,3,6,2,3,10,Min2,0,None,None,0,0,3,0,0,0,0,0,0,0,3,1.114749665
909177120,12.03171926,30,8.894258825,1,4,4,4,Corner,3,SWISU,Norm,1Fam,1Story,7,8,1921,1950,1,1,7.261225092,WdShing,BrkFace,174,3,3,BrkTil,3,3,1,1,0,1,0,1228,1228,GasA,5,1,4,2008,Normal,2,2,1,3,7,Typ,1,Attchd,Unf,1,3,3,0,0,90,0,0,0,0,2,1.045708573
909178160,11.84581988,50,9.200290036,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,1,1,7.305860033,VinylSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,778,778,GasA,3,1,7,2009,Normal,2,3,1,3,7,Typ,1,Detchd,Unf,1,3,3,335,0,0,0,0,0,2,2,1.043298959
909179020,12.19095901,75,9.671744632,1,4,4,4,Corner,3,SWISU,Norm,1Fam,2.5Fin,7,3,1920,1970,1,1,8.033334016,Wd Sdng,None,0,3,3,BrkTil,3,3,1,6,523,1,0,301,824,GasA,5,1,8,2009,Normal,2,5,1,3,12,Typ,2,Basment,Fin,2,3,3,136,63,0,0,0,0,0,3.5,1.157165487
909250030,11.51292546,50,9.194109359,1,4,4,4,Inside,3,SWISU,Feedr,1Fam,1.5Fin,5,2,1931,1950,1,1,7.418180823,VinylSd,None,0,3,3,PConc,3,2,1,1,0,1,0,894,894,GasA,5,1,5,2010,Normal,1,3,1,3,7,Typ,1,None,None,0,0,1,0,156,0,0,0,0,0,2,0.803100801
909250040,12.14950229,70,9.194414221,1,4,4,4,Inside,3,SWISU,Feedr,1Fam,2Story,5,6,1921,1998,1,1,7.863651265,MetalSd,None,0,3,3,BrkTil,3,2,1,1,0,1,0,612,612,GasA,5,1,5,2008,Normal,3,4,1,3,8,Typ,0,BuiltIn,RFn,2,3,3,183,0,301,0,0,0,0,3.5,0.803587477
909250060,12.03765399,50,9.173468897,1,4,4,4,Inside,3,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,1,1,7.802618063,Wd Sdng,None,0,3,3,PConc,3,3,1,1,0,1,0,804,804,GasA,5,1,3,2010,Normal,2,4,1,4,10,Min2,1,Detchd,Unf,1,3,3,272,0,42,0,116,0,0,2,0.804593965
909250070,11.98292909,70,8.853665428,1,4,4,4,Inside,3,SWISU,Feedr,1Fam,2Story,7,8,1926,1997,1,1,7.299121463,Wd Sdng,None,0,3,3,BrkTil,3,3,1,5,424,1,0,200,624,GasA,5,1,5,2006,Normal,1,3,1,4,6,Typ,2,Detchd,Unf,1,3,3,530,0,56,0,0,0,3,2,0.805644498
909250080,11.56171563,70,8.649448771,1,4,3,4,Inside,3,SWISU,Feedr,1Fam,2Story,6,6,1935,1950,1,1,7.124478262,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,583,583,GasA,4,1,3,2009,Normal,1,3,1,3,6,Typ,1,Detchd,Unf,1,2,3,329,96,0,0,0,0,0,1.5,0.806738902
909250120,11.84141593,70,9.482807279,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,1,1,7.486613313,Wd Sdng,None,0,3,3,BrkTil,4,3,2,1,0,1,0,747,747,GasA,4,1,7,2006,Normal,1,4,1,3,9,Typ,0,Detchd,Unf,1,2,1,203,40,0,0,0,0,0,1.5,0.834542838
909250150,12.01370075,70,9.267854278,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,7,1923,1996,0,1,7.314552832,Wd Sdng,None,0,3,4,PConc,3,2,1,1,0,1,0,602,602,GasA,3,1,8,2007,Normal,1,3,1,4,7,Typ,2,Detchd,Unf,1,3,3,96,0,112,0,53,0,0,1.5,0.919064255
909250160,11.47729829,45,9.268043082,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,1.5Unf,5,5,1926,1950,1,1,6.670766321,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,768,768,Grav,2,0,6,2007,Normal,1,2,1,3,5,Typ,0,Detchd,Unf,1,1,3,0,0,112,0,0,0,3,1,0.918142367
909250200,11.91170158,70,8.496786382,1,4,2,4,Corner,3,SWISU,Norm,1Fam,2Story,6,8,1920,1950,1,1,7.31986493,MetalSd,None,0,3,3,PConc,3,3,1,4,305,1,0,450,755,GasA,5,1,6,2006,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,0,0,164,0,0,0,0,1,0.828122197
909250210,11.53272809,50,8.699514748,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,5,5,1926,1950,1,1,7.327780538,Wd Sdng,None,0,3,2,BrkTil,3,3,1,1,0,1,0,1008,1008,GasA,5,1,6,2006,Normal,2,4,1,3,7,Typ,0,None,None,0,0,2,0,0,138,0,0,0,0,2,0.823807087
909250220,11.81303006,50,8.962391702,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,4,3,1928,1950,1,1,7.591357047,WdShing,None,0,3,3,BrkTil,3,3,1,4,622,1,0,500,1122,GasA,3,1,12,2009,Normal,2,4,1,4,7,Min2,2,Detchd,Unf,2,3,3,431,44,0,0,0,0,3,3,0.817334538
909251030,11.82407989,30,8.885025658,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,1Story,5,5,1926,1950,0,1,7.25981961,Stucco,None,0,3,3,PConc,3,3,2,4,319,1,0,971,1290,GasA,3,1,4,2007,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,0,0,64,0,0,0,3,1,0.934593713
909251040,11.89478071,50,8.827761368,1,4,2,4,Inside,3,Crawfor,Norm,1Fam,1.5Fin,6,7,1921,2005,1,1,7.168579897,Wd Sdng,None,0,3,3,BrkTil,3,3,1,4,113,1,0,538,651,GasA,4,1,8,2007,Normal,2,2,1,3,8,Typ,1,Detchd,Unf,1,3,2,216,0,168,0,0,0,0,2,0.93584759
909251050,11.90158345,30,9.056489647,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,1Story,6,8,1916,2000,1,1,7.116394144,Stucco,None,0,4,3,BrkTil,3,3,1,1,0,1,0,816,816,GasA,5,1,10,2009,Normal,1,3,1,4,6,Typ,1,Detchd,Unf,2,3,3,0,0,180,0,0,0,0,1,0.93673254
909251080,11.88448902,70,9.101529466,1,4,3,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,6,1926,1950,0,1,7.182352112,Wd Sdng,None,0,3,3,BrkTil,3,3,1,4,379,1,0,265,644,GasA,5,1,7,2008,Normal,1,2,1,3,6,Typ,1,Detchd,Unf,1,3,2,0,0,0,0,192,0,3,2,0.950874768
909251090,12.16002871,70,9.352360632,1,3,3,4,Inside,2,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,1,1,7.845807503,MetalSd,None,0,3,3,BrkTil,5,3,1,1,0,1,0,588,588,GasA,2,1,9,2008,Normal,2,3,1,3,11,Min1,1,Detchd,Fin,2,3,3,431,0,0,0,0,0,0,2,0.957008229
909251170,11.83101549,50,8.727616178,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,6,6,1925,1990,1,1,7.38274645,WdShing,None,0,3,3,BrkTil,3,3,1,4,264,1,0,712,976,GasA,5,1,10,2009,Normal,2,3,1,4,7,Typ,1,Detchd,Unf,1,2,3,147,16,0,0,0,0,3,2.5,0.940857356
909252010,12.07254125,50,8.881836305,1,4,4,4,Corner,3,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,1,1,7.477604243,Wd Sdng,BrkFace,252,3,3,BrkTil,4,3,1,5,569,1,0,162,731,GasA,5,1,6,2007,Normal,1,3,1,4,7,Typ,2,Detchd,Unf,1,3,3,0,0,264,0,0,0,3,2.5,0.840954555
909252020,11.9511804,70,8.881836305,1,4,4,4,Inside,3,SWISU,Feedr,1Fam,2Story,7,9,1936,2007,1,1,7.03438793,Wd Sdng,None,0,4,4,PConc,4,4,1,5,350,4,210,0,560,GasA,5,1,4,2009,Normal,1,3,1,4,6,Typ,0,Detchd,RFn,2,3,3,256,0,0,0,0,0,3,2,0.842785966
909252110,12.08390501,70,9.653486547,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,1,1,7.426549072,Wd Sdng,None,0,3,3,BrkTil,4,3,1,1,0,1,0,840,840,GasA,5,1,3,2008,Normal,2,4,1,3,8,Typ,0,Attchd,Unf,1,3,3,0,0,160,0,0,0,0,2,1.004556171
909252150,11.90834024,70,8.29404964,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,7,8,1930,1995,1,1,7.001245622,Wd Sdng,None,0,3,3,BrkTil,4,3,1,6,246,1,0,285,531,GasA,3,1,6,2007,Normal,1,2,1,3,5,Typ,1,Detchd,Unf,1,3,3,0,0,0,0,0,0,3,2,1.060825316
909252170,11.860055,70,8.812843434,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,7,1921,1950,1,1,7.26961675,VinylSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,585,585,GasA,3,0,4,2007,Normal,1,3,1,3,7,Typ,1,Detchd,Unf,1,3,3,184,0,0,0,0,0,0,1,1.057007518
909252220,11.90158345,50,9.652715834,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,1.5Fin,6,6,1914,1995,1,1,7.142036575,Wd Sdng,None,0,3,3,BrkTil,4,3,1,1,0,1,0,676,676,GasA,5,1,1,2008,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,2,3,3,424,0,0,0,0,0,0,1,0.956131479
909253010,12.08390501,50,8.930361884,1,4,3,4,Inside,3,Crawfor,Norm,1Fam,1.5Fin,6,6,1928,1950,1,1,7.556427969,BrkFace,None,0,3,3,BrkTil,3,3,1,1,0,1,0,896,896,GasA,4,1,3,2009,Normal,1,3,1,3,9,Typ,1,Detchd,Unf,2,2,3,0,0,0,0,0,0,0,1.5,1.037951629
909253180,11.88448902,50,8.747034264,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,7,7,1928,1950,1,1,7.297768283,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,861,861,GasA,4,1,8,2009,Normal,2,3,1,3,6,Typ,1,Detchd,Unf,1,3,3,0,50,0,0,0,0,0,7,1.05017654
909253190,11.41861479,30,8.747034264,1,4,3,4,Inside,3,SWISU,Norm,1Fam,1Story,6,5,1930,1950,1,1,6.672032945,Wd Sdng,None,0,3,3,BrkTil,4,3,2,3,384,1,0,384,768,GasA,3,0,4,2008,Normal,1,2,1,3,4,Typ,0,Detchd,Unf,1,2,3,0,141,0,0,0,0,0,1,1.046110413
909254010,11.8277362,70,8.875566692,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,7,8,1918,1990,0,1,7.113142109,Wd Sdng,None,0,3,3,BrkTil,3,2,2,1,0,1,0,600,600,GasA,5,1,5,2009,Normal,1,3,1,3,6,Typ,1,Detchd,Unf,1,2,3,0,113,0,0,195,0,3,1,1.073560298
909254050,12.35017299,70,8.937087036,1,4,4,4,Corner,3,Crawfor,Norm,1Fam,2Story,8,9,1925,1997,1,1,7.321188557,Stucco,None,0,4,4,PConc,2,3,1,5,406,1,0,392,798,GasA,5,1,6,2008,Normal,2,3,1,4,7,Typ,1,Detchd,Unf,1,3,2,85,16,41,0,0,0,4,3,1.093883079
909254070,12.20657252,70,8.934323331,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,7,6,1920,1950,1,1,7.496652438,Stucco,None,0,3,3,BrkTil,2,3,1,2,352,1,0,441,793,GasA,4,1,7,2006,Normal,1,4,1,3,9,Typ,1,Detchd,Unf,1,2,3,0,0,40,0,0,0,0,1.5,1.127264638
909254090,12.15451616,50,8.941414628,1,4,4,4,Corner,3,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,1998,1,1,7.262628601,Wd Sdng,None,0,4,3,BrkTil,3,3,1,1,0,1,0,912,912,GasA,4,1,6,2007,Normal,1,3,1,4,7,Typ,1,Detchd,Unf,1,3,3,0,240,0,0,0,0,4,1.5,1.159085064
909254100,11.81303006,70,8.875566692,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,8,1926,1991,1,1,7.286876412,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,686,686,GasA,3,1,7,2007,Normal,1,3,1,3,6,Typ,1,Detchd,Unf,1,3,1,0,0,116,0,0,0,3,1,1.155951667
909254130,12.00762171,75,8.871785969,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,1,1,7.406103381,MetalSd,None,0,3,4,CBlock,3,3,1,3,364,1,0,554,918,GasA,4,1,8,2007,Normal,2,4,1,3,7,Typ,2,Detchd,Unf,1,3,3,0,0,0,0,126,0,3,2,1.151066988
909254140,11.4114463,30,8.361708289,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,1,1,6.542471961,WdShing,None,0,3,3,PConc,3,3,1,2,365,1,0,75,440,GasA,3,0,3,2007,Normal,1,2,1,4,4,Typ,1,Detchd,Unf,1,4,2,0,0,34,0,0,0,3,1,1.149492907
909254150,11.84222921,50,8.587092319,1,4,4,4,Corner,3,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,1,1,7.13089883,Wd Sdng,None,0,3,3,PConc,3,3,1,1,0,1,0,661,661,GasA,5,1,11,2007,Normal,2,3,1,3,8,Typ,1,Detchd,Unf,2,3,3,242,0,81,0,0,0,0,2,1.065931725
909256010,11.7829526,50,9.226607344,1,4,3,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,5,5,1939,1950,1,1,7.289610521,VinylSd,None,0,3,3,CBlock,3,2,3,2,646,1,0,346,992,GasA,2,1,7,2006,Normal,2,3,1,3,6,Typ,2,Detchd,Unf,1,3,3,0,126,0,0,0,0,0,2,1.134522478
909256020,11.62625415,50,8.730851904,1,4,4,4,Corner,3,SWISU,Norm,1Fam,1.5Fin,5,4,1941,1950,1,1,7.160845907,Wd Sdng,None,0,3,3,CBlock,2,2,1,2,384,1,0,440,824,GasA,3,0,11,2006,Normal,1,4,1,3,6,Typ,0,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,1,1.132425432
909256060,11.65268741,50,9.257223958,1,4,4,4,Inside,3,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,1,1,7.401841579,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,1064,1064,GasA,5,1,3,2008,Normal,1,3,1,3,6,Maj2,0,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,1,1.135427644
909256120,11.69316152,30,8.749098248,1,4,3,4,Inside,3,Crawfor,Norm,1Fam,1Story,5,7,1938,1950,1,1,6.860663671,MetalSd,None,0,3,4,PConc,2,2,1,1,0,1,0,920,920,GasA,5,1,6,2007,Normal,1,2,1,2,5,Typ,1,Basment,Unf,1,2,3,0,0,0,0,0,0,3,1,1.150695169
909257050,12.36307639,70,9.298168082,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,7,9,1926,2004,0,1,7.640123173,MetalSd,None,0,4,3,BrkTil,4,3,1,1,0,1,0,1276,1276,GasA,5,1,6,2009,Normal,1,3,1,4,9,Typ,2,Detchd,Unf,1,3,3,0,0,0,0,145,0,3,1.5,1.170289702
909275020,11.88448902,90,8.872907674,1,3,2,4,Inside,3,Crawfor,Norm,Duplex,2Story,6,6,1946,1950,1,1,7.579678823,MetalSd,BrkFace,423,3,3,CBlock,4,3,1,3,484,1,0,495,979,GasA,3,0,8,2007,Normal,2,4,2,3,8,Typ,0,Attchd,Unf,2,3,3,0,0,0,0,0,0,0,2,0.783256829
909275030,11.88448902,90,8.743531634,1,4,2,4,Inside,3,Crawfor,Norm,Duplex,2Story,5,6,1949,1950,1,1,7.60190196,MetalSd,None,0,3,3,CBlock,3,3,1,4,284,1,0,717,1001,GasA,3,0,8,2007,Normal,2,4,2,3,8,Typ,0,2Types,Unf,3,3,3,0,0,0,0,0,0,0,2,0.784081067
909275040,11.83500896,70,9.174713194,1,3,2,4,Corner,3,Crawfor,Norm,1Fam,2Story,6,3,1923,1950,0,1,7.379632153,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,784,784,GasA,3,1,6,2008,Normal,1,4,1,3,7,Typ,1,Attchd,Unf,2,3,3,0,217,0,0,0,0,0,1,0.818581819
909275050,11.91170158,70,8.881836305,1,4,2,4,Inside,2,Crawfor,Norm,1Fam,2Story,7,6,1931,2000,1,1,7.314552832,Stucco,None,0,3,2,BrkTil,4,3,1,1,0,1,0,776,776,GasA,3,1,2,2008,Normal,1,3,1,3,6,Typ,1,Attchd,RFn,1,3,2,0,0,112,0,0,0,3,1.5,0.831211139
909275080,12.23076526,50,9.523690191,1,4,2,4,Inside,2,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,1,1,7.356918242,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,728,1,0,112,840,GasA,5,1,2,2009,Normal,1,2,1,3,6,Min2,2,Detchd,Unf,2,3,3,0,21,150,0,0,0,4,2.5,0.865404273
909275110,12.38002595,70,8.885994315,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2.5Unf,7,7,1927,1992,1,1,7.448916103,VinylSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,851,851,GasA,4,1,10,2007,Normal,2,4,1,4,8,Typ,1,Detchd,Unf,2,3,3,291,0,60,0,153,0,4,2.5,0.989417184
909275160,11.94145585,20,9.48097801,1,2,2,4,Inside,3,Crawfor,Norm,1Fam,1Story,5,5,1951,1951,1,1,7.111512116,Wd Sdng,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,2,1,6,2007,Normal,1,2,1,3,7,Min1,1,Attchd,Fin,2,3,3,174,24,120,0,228,0,0,1.5,1.104089052
909275250,12.18075484,50,9.988747396,1,4,4,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,5,1920,1950,1,1,7.34601021,Wd Sdng,None,0,3,3,PConc,3,2,1,1,0,1,0,817,817,GasA,4,1,9,2006,Normal,1,3,1,3,7,Min2,1,Detchd,Unf,1,3,2,0,0,429,0,0,0,3,1.5,0.912192991
909275310,12.38421883,70,10.0177087,1,3,4,4,Inside,3,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,0,1,7.87245515,Wd Sdng,None,0,3,3,BrkTil,4,3,1,4,1128,1,0,242,1370,GasW,3,0,11,2007,Normal,2,4,1,3,10,Typ,1,Detchd,Unf,3,3,1,0,0,0,0,0,0,0,3.5,0.789978598
909276010,12.34583459,70,9.344434106,1,3,2,4,Corner,2,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,1,1,7.324489979,BrkFace,None,0,3,3,PConc,4,3,1,1,0,1,0,792,792,GasA,2,1,6,2006,Normal,1,3,1,4,7,Typ,2,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,1,0.96264742
909276070,12.17561344,50,9.425451752,1,4,2,4,Inside,2,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,1,1,7.448333861,Wd Sdng,None,0,3,3,CBlock,4,3,2,4,602,1,0,299,901,GasA,3,1,2,2006,Normal,1,2,1,3,7,Typ,1,Attchd,Unf,1,3,3,0,0,0,0,113,0,0,1.5,0.991978328
909276070,12.17561344,50,9.425451752,1,4,2,4,Inside,2,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,1,1,7.448333861,Wd Sdng,None,0,3,3,CBlock,4,3,2,4,602,1,0,299,901,GasA,3,1,2,2006,Normal,1,2,1,3,7,Typ,1,Attchd,Unf,1,3,3,0,0,0,0,113,0,0,1.5,0.991978328
909276110,12.08672589,70,8.9226583,1,3,3,4,Inside,3,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,1,1,7.309212366,Wd Sdng,None,0,3,3,CBlock,3,3,1,4,547,1,0,224,771,GasA,2,1,11,2009,Normal,1,3,1,4,7,Typ,2,Attchd,Unf,1,3,2,0,0,0,0,224,0,0,1,1.070381279
909276170,12.14791373,70,9.391661428,1,3,2,4,Inside,2,Crawfor,Norm,1Fam,2Story,6,7,1934,1995,0,1,7.414572881,Stucco,None,0,3,3,CBlock,3,3,1,2,326,1,0,389,715,GasA,2,1,8,2008,Normal,1,3,1,3,6,Typ,1,Detchd,Unf,1,3,3,0,0,0,0,0,0,0,1.5,1.073515463
909276200,11.98292909,50,9.169518377,1,3,2,4,Inside,3,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,1,1,7.176254532,MetalSd,None,0,4,4,BrkTil,3,2,1,3,428,1,0,300,728,GasA,5,1,6,2009,Normal,1,2,1,3,7,Min2,2,Detchd,Unf,1,3,3,0,70,0,0,0,0,0,2.5,0.986021018
909276210,12.14419724,50,8.963160243,1,3,2,4,Inside,3,Crawfor,Norm,1Fam,1.5Fin,4,6,1930,2003,1,1,7.470224136,AsbShng,None,0,3,4,BrkTil,3,4,1,6,189,1,0,741,930,GasA,5,1,11,2007,Normal,2,4,1,4,7,Typ,1,Detchd,Unf,1,2,3,0,40,0,0,0,0,0,2,0.970577573
909277040,12.19602231,50,9.367344121,1,3,2,4,Inside,2,Crawfor,Norm,1Fam,1.5Fin,5,6,1937,1995,1,1,7.569411792,WdShing,None,0,3,3,CBlock,3,3,1,4,606,1,0,336,942,GasA,5,1,7,2008,Normal,2,4,1,4,7,Min2,1,Detchd,Unf,1,3,3,0,40,0,0,0,0,0,2,1.071840602
909277070,11.60823564,50,9.133459328,1,3,2,4,Inside,3,Crawfor,Feedr,1Fam,1.5Fin,5,4,1938,1950,1,1,7.225481473,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,884,884,GasA,3,1,3,2008,Normal,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,64,0,0,0,100,0,0,1,1.124587483
909277090,11.9511804,20,9.594241302,1,3,2,4,Inside,3,Crawfor,Norm,1Fam,1Story,5,4,1960,1960,1,1,7.149131599,MetalSd,None,0,3,3,CBlock,3,3,1,3,793,1,0,480,1273,GasA,5,1,6,2009,Normal,1,2,1,3,5,Typ,0,Attchd,Unf,1,3,3,483,0,0,0,115,0,3,1,1.205628634
909277100,12.00456827,30,9.500020447,1,3,2,4,Inside,3,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,1,1,6.871091295,Wd Sdng,None,0,3,4,BrkTil,4,3,1,5,713,1,0,163,876,GasA,5,1,8,2009,Normal,1,2,1,3,5,Typ,0,Detchd,Unf,2,3,3,0,0,44,0,0,0,0,2,1.203515846
909278020,11.95053503,50,8.946505026,1,3,4,4,FR2,3,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,1,1,7.202661197,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,731,731,GasA,5,1,7,2009,Normal,1,3,1,3,7,Typ,1,Detchd,Unf,1,2,3,192,0,102,0,0,0,0,1.5,1.099402333
909279010,12.23076526,90,9.005159521,1,3,2,4,Corner,3,Crawfor,Norm,Duplex,2.5Unf,7,6,1940,1950,1,1,7.816013839,Wd Sdng,None,0,3,3,BrkTil,3,3,1,2,246,1,0,674,920,GasA,5,1,7,2009,Normal,2,5,2,3,13,Typ,2,Detchd,Unf,2,3,3,0,0,57,0,0,0,0,2.5,1.222712951
